REGION,HEI_NAME,HEI_TYPE,HEI_CITY,HEI_PROVINCE,TES_GRANTEES,SEX_M,SEX_F,EDUC,ARTS,SOC_SCI,BUSINESS,NAT_SCI,INFO,ENG,AGRI,HEALTH,SERVICES,OTHERS,YEAR
01 - Ilocos Region,ABE International College of Business and Accountancy-Urdaneta City,Private HEI,URDANETA CITY,PANGASINAN,7,2,5,0,0,0,3,0,3,0,0,0,1,0,2018-2019
01 - Ilocos Region,AMA Computer College-Dagupan City,Private HEI,DAGUPAN CITY,PANGASINAN,10,6,4,0,0,0,0,0,9,1,0,0,0,0,2018-2019
01 - Ilocos Region,AMA Computer College-La Union,Private HEI,SAN FERNANDO CITY,LA UNION,10,7,3,0,0,0,0,0,10,0,0,0,0,0,2018-2019
01 - Ilocos Region,AMA Computer College-Laoag City,Private HEI,LAOAG CITY,ILOCOS NORTE,43,14,29,0,0,0,24,0,14,5,0,0,0,0,2018-2019
01 - Ilocos Region,Asbury College,Private HEI,ANDA,PANGASINAN,210,48,162,208,2,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Asiacareer College Foundation,Private HEI,DAGUPAN CITY,PANGASINAN,40,12,28,0,0,0,40,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Binalatongan Community College,LUC,SAN CARLOS CITY,PANGASINAN,339,106,233,190,0,0,0,0,149,0,0,0,0,0,2018-2019
01 - Ilocos Region,CICOSAT Colleges,Private HEI,SAN FERNANDO CITY,LA UNION,8,6,2,0,0,7,0,0,0,0,0,0,1,0,2018-2019
01 - Ilocos Region,Colegio de Dagupan,Private HEI,DAGUPAN CITY,PANGASINAN,139,62,77,41,0,1,32,0,38,21,0,4,2,0,2018-2019
01 - Ilocos Region,Colegio De San Juan De Letran-Manaoag,Private HEI,MANAOAG,PANGASINAN,144,46,98,54,0,0,40,0,50,0,0,0,0,0,2018-2019
01 - Ilocos Region,Colegio San Jose De Alaminos,Private HEI,ALAMINOS CITY,PANGASINAN,6,1,5,4,0,0,2,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Dagupan Colleges Foundation,Private HEI,DAGUPAN CITY,PANGASINAN,8,3,5,5,0,0,0,0,0,0,0,3,0,0,2018-2019
01 - Ilocos Region,Data Center College of the Philippines of Laoag City,Private HEI,LAOAG CITY,ILOCOS NORTE,34,7,27,15,0,0,19,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Data Center College of the Philippines-Vigan City,Private HEI,VIGAN CITY,ILOCOS SUR,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2018-2019
01 - Ilocos Region,Divine Word College of Laoag,Private HEI,LAOAG CITY,ILOCOS NORTE,37,12,25,0,0,0,11,0,1,11,0,4,10,0,2018-2019
01 - Ilocos Region,Divine Word College of Urdaneta,Private HEI,URDANETA CITY,PANGASINAN,4,1,3,1,0,0,2,0,1,0,0,0,0,0,2018-2019
01 - Ilocos Region,Divine Word College of Vigan,Private HEI,VIGAN CITY,ILOCOS SUR,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Don Mariano Marcos Memorial State University-Mid La Union,SUC,SAN FERNANDO CITY,LA UNION,1236,575,661,240,50,92,159,0,55,601,0,0,37,2,2018-2019
01 - Ilocos Region,Don Mariano Marcos Memorial State University-North La Union-Main Campus,SUC,BACNOTAN,LA UNION,326,124,202,18,25,0,53,24,57,32,114,0,0,3,2018-2019
01 - Ilocos Region,Don Mariano Marcos Memorial State University-Open University,SUC,SAN FERNANDO CITY,LA UNION,32,11,21,10,0,0,20,0,0,0,2,0,0,0,2018-2019
01 - Ilocos Region,Don Mariano Marcos Memorial State University-South La Union,SUC,AGOO,LA UNION,703,197,506,246,58,99,0,67,5,0,158,69,0,1,2018-2019
01 - Ilocos Region,Golden West Colleges,Private HEI,ALAMINOS CITY,PANGASINAN,23,11,12,8,0,7,5,0,3,0,0,0,0,0,2018-2019
01 - Ilocos Region,Ilocos Sur Community College,LUC,VIGAN CITY,ILOCOS SUR,265,90,175,0,0,0,51,0,67,0,0,31,116,0,2018-2019
01 - Ilocos Region,Ilocos Sur Polytechnic State College,SUC,SANTA MARIA,ILOCOS SUR,70,20,50,14,0,2,0,0,14,2,24,0,14,0,2018-2019
01 - Ilocos Region,Ilocos Sur Polytechnic State College-Candon,SUC,CANDON CITY,ILOCOS SUR,53,26,27,0,0,0,0,0,5,0,0,0,48,0,2018-2019
01 - Ilocos Region,Ilocos Sur Polytechnic State College-Cervantes,SUC,CERVANTES,ILOCOS SUR,15,3,12,11,0,0,0,0,0,0,4,0,0,0,2018-2019
01 - Ilocos Region,Ilocos Sur Polytechnic State College-College of Arts and Sciences-Tagudin,SUC,TAGUDIN,ILOCOS SUR,26,11,15,4,2,5,9,0,6,0,0,0,0,0,2018-2019
01 - Ilocos Region,Ilocos Sur Polytechnic State College-College of Engineering and Technology-Santiago,SUC,SANTIAGO,ILOCOS SUR,5,2,3,4,0,0,0,0,0,1,0,0,0,0,2018-2019
01 - Ilocos Region,Ilocos Sur Polytechnic State College-College of Fisheries and Marine Sciences-Narvacan,SUC,NARVACAN,ILOCOS SUR,3,2,1,2,0,0,0,0,0,0,1,0,0,0,2018-2019
01 - Ilocos Region,"International Colleges for Excellence, inc",PRIVATE HEI,URDANETA CITY,PANGASINAN,4,1,3,3,0,0,0,0,1,0,0,0,0,0,2018-2019
01 - Ilocos Region,Kingfisher School of Business & Finance,Private HEI,DAGUPAN CITY,PANGASINAN,63,17,46,0,0,0,63,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,La Union Christian Comprehensive College,Private HEI,ROSARIO,LA UNION,8,5,3,0,0,0,0,0,0,0,0,0,8,0,2018-2019
01 - Ilocos Region,La Union College of Science and Technology,Private HEI,BAUANG,LA UNION,89,48,41,0,0,0,0,0,30,0,0,0,59,0,2018-2019
01 - Ilocos Region,Luna Colleges,Private HEI,TAYUG,PANGASINAN,57,26,31,57,0,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Lyceum Northern Luzon,Private HEI,URDANETA CITY,PANGASINAN,43,14,29,11,0,11,10,0,2,1,0,2,6,0,2018-2019
01 - Ilocos Region,Lyceum Northwestern University,Private HEI,DAGUPAN CITY,PANGASINAN,116,42,74,11,0,27,21,2,5,9,0,22,19,0,2018-2019
01 - Ilocos Region,Malasiqui Agno Valley College,Private HEI,MALASIQUI,PANGASINAN,392,117,275,392,0,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Mariano Marcos State University-College of Agriculture and Forestry-Dingras,SUC,DINGRAS,ILOCOS NORTE,24,4,20,0,0,0,0,0,0,0,24,0,0,0,2018-2019
01 - Ilocos Region,Mariano Marcos State University-College of Industrial Technology-Laoag City,SUC,LAOAG CITY,ILOCOS NORTE,229,116,113,17,0,0,0,0,0,212,0,0,0,0,2018-2019
01 - Ilocos Region,Mariano Marcos State University-College of Teacher Education-Laoag City,SUC,LAOAG CITY,ILOCOS NORTE,228,60,168,228,0,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Mariano Marcos State University-Main,SUC,BATAC CITY,ILOCOS NORTE,692,239,453,0,15,42,144,80,17,205,112,36,41,0,2018-2019
01 - Ilocos Region,Mary Help of Christians College Seminary,Private HEI,DAGUPAN CITY,PANGASINAN,41,41,0,0,41,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Metro-Dagupan Colleges,Private HEI,MANGALDAN,PANGASINAN,76,39,37,23,0,35,8,0,7,0,0,0,3,0,2018-2019
01 - Ilocos Region,Mystical Rose College of Science and Technology,Private HEI,MANGATAREM,PANGASINAN,221,54,167,187,0,0,34,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,NICOSAT Colleges,Private HEI,CANDON CITY,ILOCOS SUR,6,4,2,0,0,6,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,NJ Valdez Colleges Foundation,Private HEI,VILLASIS,PANGASINAN,31,11,20,15,0,0,10,0,6,0,0,0,0,0,2018-2019
01 - Ilocos Region,North Luzon Philippines State College,SUC,CANDON CITY,ILOCOS SUR,300,107,193,14,28,114,101,0,31,0,0,12,0,0,2018-2019
01 - Ilocos Region,Northern Christian College,Private HEI,LAOAG CITY,ILOCOS NORTE,34,8,26,14,0,0,0,0,0,0,0,18,2,0,2018-2019
01 - Ilocos Region,Northern Luzon Adventist College,Private HEI,SISON,PANGASINAN,221,108,113,74,58,3,49,0,25,0,0,12,0,0,2018-2019
01 - Ilocos Region,Northwestern University,Private HEI,LAOAG CITY,ILOCOS NORTE,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2018-2019
01 - Ilocos Region,Osias Educational Foundation,Private HEI,BALAOAN,LA UNION,103,29,74,36,43,0,24,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Palaris College,Private HEI,SAN CARLOS CITY,PANGASINAN,31,16,15,18,0,0,7,0,0,0,0,0,6,0,2018-2019
01 - Ilocos Region,Pangasinan Merchant Marine Academy,Private HEI,DAGUPAN CITY,PANGASINAN,18,16,2,4,0,1,0,0,0,7,0,0,6,0,2018-2019
01 - Ilocos Region,Pangasinan State University,SUC,LINGAYEN,PANGASINAN,11,2,9,3,1,0,4,1,2,0,0,0,0,0,2018-2019
01 - Ilocos Region,Pangasinan State University-Alaminos City,SUC,ALAMINOS CITY,PANGASINAN,62,11,51,30,0,0,22,0,4,0,0,0,6,0,2018-2019
01 - Ilocos Region,Pangasinan State University-Asingan,SUC,ASINGAN,PANGASINAN,49,18,31,18,0,0,8,0,8,15,0,0,0,0,2018-2019
01 - Ilocos Region,Pangasinan State University-Bayambang,SUC,BAYAMBANG,PANGASINAN,45,12,33,4,19,0,21,0,1,0,0,0,0,0,2018-2019
01 - Ilocos Region,Pangasinan State University-Binmaley,SUC,BINMALEY,PANGASINAN,12,3,9,4,0,0,0,3,0,0,5,0,0,0,2018-2019
01 - Ilocos Region,Pangasinan State University-Infanta,SUC,INFANTA,PANGASINAN,55,21,34,35,0,0,0,0,0,0,20,0,0,0,2018-2019
01 - Ilocos Region,Pangasinan State University-San Carlos City,SUC,SAN CARLOS CITY,PANGASINAN,80,18,62,41,0,0,32,0,6,0,1,0,0,0,2018-2019
01 - Ilocos Region,Pangasinan State University-Urdaneta City,SUC,URDANETA CITY,PANGASINAN,276,141,135,30,14,0,0,24,37,171,0,0,0,0,2018-2019
01 - Ilocos Region,Panpacific University North Philippines-Tayug,Private HEI,TAYUG,PANGASINAN,247,139,108,84,0,75,9,0,56,0,0,0,23,0,2018-2019
01 - Ilocos Region,Panpacific University North Philippines-Urdaneta City,Private HEI,URDANETA CITY,PANGASINAN,123,90,33,13,0,36,10,0,6,7,0,1,50,0,2018-2019
01 - Ilocos Region,Pass College,Private HEI,ALAMINOS CITY,PANGASINAN,11,3,8,2,0,0,2,0,2,0,0,0,5,0,2018-2019
01 - Ilocos Region,Perpetual Help College of Pangasinan,Private HEI,MALASIQUI,PANGASINAN,284,150,134,74,0,76,20,0,54,0,0,4,56,0,2018-2019
01 - Ilocos Region,Philippine College of Northwestern Luzon,Private HEI,AGOO,LA UNION,39,14,25,7,0,15,15,0,2,0,0,0,0,0,2018-2019
01 - Ilocos Region,Philippine College of Science and Technology,Private HEI,CALASIAO,PANGASINAN,395,226,169,41,0,102,64,0,58,54,0,0,76,0,2018-2019
01 - Ilocos Region,Philippine Darakbang Theological College,Private HEI,BINALONAN,PANGASINAN,23,6,17,23,0,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,PIMSAT Colleges-Dagupan,Private HEI,DAGUPAN CITY,PANGASINAN,8,4,4,0,0,0,6,0,1,0,0,0,1,0,2018-2019
01 - Ilocos Region,PIMSAT Colleges-San Carlos City,Private HEI,SAN CARLOS CITY,PANGASINAN,15,8,7,0,0,15,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Polytechnic College of La union,Private HEI,AGOO,LA UNION,81,40,41,6,0,33,22,0,9,0,0,0,11,0,2018-2019
01 - Ilocos Region,Rosales-Wesleyan Bible College,Private HEI,ROSALES,PANGASINAN,9,6,3,0,9,0,0,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Saint Columban's College,Private HEI,LINGAYEN,PANGASINAN,10,0,10,4,0,0,6,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Saint Louis College-City of San Fernando,Private HEI,SAN FERNANDO CITY,LA UNION,8,3,5,1,0,2,0,0,1,4,0,0,0,0,2018-2019
01 - Ilocos Region,Saint Paul College of Ilocos Sur,Private HEI,BANTAY,ILOCOS SUR,6,1,5,4,0,0,1,0,0,0,0,1,0,0,2018-2019
01 - Ilocos Region,Sea and Sky College,Private HEI,SAN FERNANDO CITY,LA UNION,25,5,20,0,0,0,4,0,0,0,0,0,21,0,2018-2019
01 - Ilocos Region,South Ilocandia College of Arts and Technology,Private HEI,ARINGAY,LA UNION,9,2,7,0,0,0,0,0,9,0,0,0,0,0,2018-2019
01 - Ilocos Region,St. Camillus College of Manaoag Foundation,Private HEI,MANAOAG,PANGASINAN,67,14,53,38,0,0,29,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,STI College-San Fernando City,Private HEI,SAN FERNANDO CITY,LA UNION,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2018-2019
01 - Ilocos Region,STI College-Vigan,Private HEI,VIGAN CITY,ILOCOS SUR,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-2019
01 - Ilocos Region,STI Education Services Group,Private HEI,LAOAG CITY,ILOCOS NORTE,4,3,1,0,0,0,0,0,4,0,0,0,0,0,2018-2019
01 - Ilocos Region,Systems Technology Institute (STI) College-Dagupan City,Private HEI,DAGUPAN CITY,PANGASINAN,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2018-2019
01 - Ilocos Region,The Adelphi College,Private HEI,LINGAYEN,PANGASINAN,85,13,72,67,0,0,18,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,The Great Plebeian College,Private HEI,ALAMINOS CITY,PANGASINAN,24,3,21,10,0,0,14,0,0,0,0,0,0,0,2018-2019
01 - Ilocos Region,Union Christian College,Private HEI,SAN FERNANDO CITY,LA UNION,12,1,11,4,0,0,6,0,0,0,0,2,0,0,2018-2019
01 - Ilocos Region,University of Eastern Pangasinan,LUC,BINALONAN,PANGASINAN,258,89,169,81,0,43,44,0,43,0,0,6,41,0,2018-2019
01 - Ilocos Region,University of Luzon,Private HEI,DAGUPAN CITY,PANGASINAN,92,41,51,17,0,9,40,0,12,7,0,2,5,0,2018-2019
01 - Ilocos Region,University of Northern Philippines,SUC,VIGAN CITY,ILOCOS SUR,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2018-2019
01 - Ilocos Region,University of Pangasinan,Private HEI,DAGUPAN CITY,PANGASINAN,1768,785,983,138,0,127,555,0,171,362,0,231,184,0,2018-2019
01 - Ilocos Region,Urdaneta City University,LUC,URDANETA CITY,PANGASINAN,106,27,79,0,0,9,81,0,0,0,0,16,0,0,2018-2019
01 - Ilocos Region,Virgen Milagrosa University Foundation,Private HEI,SAN CARLOS CITY,PANGASINAN,35,20,15,3,0,3,8,0,1,17,0,2,0,1,2018-2019
02 - Cagayan Valley,Aldersgate College,Private HEI,SOLANO,NUEVA VIZCAYA,130,64,66,18,3,9,15,0,16,25,0,16,28,0,2018-2019
02 - Cagayan Valley,"AMA Computer College, Santiago",PRIVATE HEI,SANTIAGO CITY,ISABELA,55,34,21,0,0,0,0,0,35,20,0,0,0,0,2018-2019
02 - Cagayan Valley,AMA Computer College-Tuguegarao City,Private HEI,TUGUEGARAO CITY,CAGAYAN,11,9,2,0,0,0,0,0,11,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Batanes State College,SUC,BASCO,BATANES,24,13,11,11,0,0,0,0,2,3,4,0,4,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Andrews,SUC,TUGUEGARAO CITY,CAGAYAN,469,110,359,200,0,0,126,0,0,0,0,16,127,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Aparri,SUC,APARRI,CAGAYAN,404,140,264,67,0,42,71,0,67,25,34,0,98,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Gonzaga,SUC,GONZAGA,CAGAYAN,196,72,124,40,0,32,34,0,39,0,18,0,33,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Lallo,SUC,LAL-LO,CAGAYAN,116,34,82,34,0,4,0,0,15,0,49,0,14,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Lasam,SUC,LASAM,CAGAYAN,126,61,65,20,0,0,0,0,33,73,0,0,0,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Piat,SUC,PIAT,CAGAYAN,144,37,107,62,0,12,0,0,38,0,25,0,7,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Sanchez Mira,SUC,SANCHEZ MIRA,CAGAYAN,255,75,180,88,0,32,31,0,10,33,28,0,33,0,2018-2019
02 - Cagayan Valley,Cagayan State University-Tuguegarao (Carig),SUC,TUGUEGARAO CITY,CAGAYAN,81,33,48,3,2,3,7,8,17,40,1,0,0,0,2018-2019
02 - Cagayan Valley,Cagayan Valley Computer and Information Technology College,Private HEI,SANTIAGO CITY,ISABELA,220,102,118,0,0,0,133,0,49,14,0,0,24,0,2018-2019
02 - Cagayan Valley,Eveland Christian College,Private HEI,SAN MATEO,ISABELA,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,F.L. Vargas College-Abulug Campus,Private HEI,ABULUG,CAGAYAN,132,82,50,21,0,63,8,0,18,12,0,0,10,0,2018-2019
02 - Cagayan Valley,FL Vargas College-Tuguegarao,Private HEI,TUGUEGARAO CITY,CAGAYAN,163,73,90,27,0,90,9,0,13,11,0,1,12,0,2018-2019
02 - Cagayan Valley,Global Academy of Technology and Entrepreneurship,Private HEI,SANTIAGO CITY,ISABELA,7,6,1,0,0,0,0,0,7,0,0,0,0,0,2018-2019
02 - Cagayan Valley,HGBaquiran College,Private HEI,TUMAUINI,ISABELA,403,191,212,136,0,114,66,0,36,3,0,0,48,0,2018-2019
02 - Cagayan Valley,Infant Jesus Montessori School (College Department),Private HEI,SANTIAGO CITY,ISABELA,38,7,31,22,0,0,16,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,International School of Asia and the Pacific,Private HEI,PEÑABLANCA,CAGAYAN,85,21,64,8,0,11,17,0,2,2,0,14,31,0,2018-2019
02 - Cagayan Valley,Isabela College of Arts and Technology,Private HEI,CAUAYAN CITY,ISABELA,26,23,3,0,0,8,0,0,0,7,0,0,11,0,2018-2019
02 - Cagayan Valley,Isabela Colleges,Private HEI,CAUAYAN CITY,ISABELA,31,20,11,11,0,18,0,0,2,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Isabela State University-Angadanan Campus,SUC,ANGADANAN,ISABELA,71,36,35,19,0,18,0,0,7,27,0,0,0,0,2018-2019
02 - Cagayan Valley,Isabela State University-Cabagan,SUC,CABAGAN,ISABELA,546,215,331,145,0,67,41,22,67,13,83,0,108,0,2018-2019
02 - Cagayan Valley,Isabela State University-Cauayan Campus,SUC,CAUAYAN CITY,ISABELA,116,54,62,26,3,40,17,0,10,5,12,0,3,0,2018-2019
02 - Cagayan Valley,Isabela State University-Ilagan Campus,SUC,ILAGAN CITY,ISABELA,138,50,88,88,0,0,0,0,15,28,0,7,0,0,2018-2019
02 - Cagayan Valley,Isabela State University-Jones Campus,SUC,JONES,ISABELA,3,0,3,1,0,0,0,0,1,0,1,0,0,0,2018-2019
02 - Cagayan Valley,Isabela State University-Main (Echague),SUC,ECHAGUE,ISABELA,369,126,243,79,12,44,86,5,29,26,57,14,16,1,2018-2019
02 - Cagayan Valley,Isabela State University-Palanan Campus,SUC,PALANAN,ISABELA,54,17,37,24,0,0,0,0,28,0,2,0,0,0,2018-2019
02 - Cagayan Valley,Isabela State University-Roxas Campus,SUC,ROXAS,ISABELA,162,59,103,26,0,18,15,0,50,0,53,0,0,0,2018-2019
02 - Cagayan Valley,Isabela State University-San Mariano Campus,SUC,SAN MARIANO,ISABELA,163,57,106,24,0,0,0,0,6,0,62,0,71,0,2018-2019
02 - Cagayan Valley,Isabela State University-San Mateo Campus,SUC,SAN MATEO,ISABELA,54,20,34,18,0,0,0,0,13,0,23,0,0,0,2018-2019
02 - Cagayan Valley,John Wesley College,Private HEI,TUGUEGARAO CITY,CAGAYAN,5,3,2,2,3,0,0,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,King's College of the Philippines-Bambang,Private HEI,BAMBANG,NUEVA VIZCAYA,96,33,63,27,0,39,26,0,4,0,0,0,0,0,2018-2019
02 - Cagayan Valley,La Patria College,PRIVATE HEI,SANTIAGO CITY,ISABELA,166,97,69,35,0,8,37,0,16,57,0,0,13,0,2018-2019
02 - Cagayan Valley,La Salette of Roxas College,Private HEI,ROXAS,ISABELA,10,3,7,3,0,0,7,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Lyceum of Aparri,Private HEI,APARRI,CAGAYAN,15,5,10,4,0,2,1,0,0,0,0,7,1,0,2018-2019
02 - Cagayan Valley,Lyceum of Tuao,Private HEI,TUAO,CAGAYAN,205,121,84,76,0,108,21,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Maila Rosario Colleges,Private HEI,TUGUEGARAO CITY,CAGAYAN,60,32,28,7,0,32,7,0,4,0,0,0,10,0,2018-2019
02 - Cagayan Valley,Mallig Plains Colleges,Private HEI,MALLIG,ISABELA,139,53,86,42,0,12,50,0,8,0,0,0,26,1,2018-2019
02 - Cagayan Valley,Medical Colleges of Northern Philippines,Private HEI,PEÑABLANCA,CAGAYAN,72,20,52,0,0,0,0,0,0,0,0,72,0,0,2018-2019
02 - Cagayan Valley,Metropolitan College of Science and Technology,PRIVATE HEI,SANTIAGO CITY,ISABELA,66,40,26,0,0,52,14,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Northeast Luzon Adventist College,Private HEI,ALICIA,ISABELA,14,4,10,13,1,0,0,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Northeastern College,Private HEI,SANTIAGO CITY,ISABELA,637,248,389,113,3,75,238,0,73,35,0,18,82,0,2018-2019
02 - Cagayan Valley,Northern Cagayan Colleges Foundation,Private HEI,BALLESTEROS,CAGAYAN,85,36,49,84,0,0,0,0,0,0,0,0,0,1,2018-2019
02 - Cagayan Valley,"Nueva Vizcaya State University - Main, Bayombong",SUC,BAYOMBONG,NUEVA VIZCAYA,92,25,67,18,0,0,15,1,7,23,24,0,4,0,2018-2019
02 - Cagayan Valley,Nueva Vizcaya State University-Bambang,SUC,BAMBANG,NUEVA VIZCAYA,283,81,202,41,7,0,58,12,30,116,0,0,19,0,2018-2019
02 - Cagayan Valley,Our Lady of the Pillar College-Cauayan,Private HEI,CAUAYAN CITY,ISABELA,28,9,19,11,0,6,11,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Our Lady of the Pillar College-Cauayan San Manuel Branch,Private HEI,SAN MANUEL (CALLANG),ISABELA,133,29,104,47,0,31,31,0,14,0,0,0,10,0,2018-2019
02 - Cagayan Valley,Philippine Law Enforcement College,Private HEI,TUGUEGARAO CITY,CAGAYAN,8,6,2,0,0,8,0,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Philippine Normal University-North Luzon Campus,SUC,ALICIA,ISABELA,45,10,35,45,0,0,0,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,PLT College,Private HEI,BAYOMBONG,NUEVA VIZCAYA,13,5,8,0,0,10,1,0,0,0,0,1,1,0,2018-2019
02 - Cagayan Valley,Quezon Colleges of the North,Private HEI,BALLESTEROS,CAGAYAN,41,12,29,0,0,0,41,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Quirino State University,SUC,DIFFUN,QUIRINO PROVINCE,123,25,98,52,0,11,17,0,17,1,14,4,7,0,2018-2019
02 - Cagayan Valley,Quirino State University - Cabarroguis,SUC,CABARRUGUIS,QUIRINO PROVINCE,163,63,100,31,6,30,35,0,10,31,0,11,9,0,2018-2019
02 - Cagayan Valley,Quirino State University - Maddela,SUC,MADDELA,QUIRINO PROVINCE,2,0,2,1,0,0,0,0,0,0,1,0,0,0,2018-2019
02 - Cagayan Valley,Saint Anthony's College,Private HEI,SANTA ANA,CAGAYAN,58,23,35,34,0,0,24,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Saint Dominic College of Batanes,Private HEI,BASCO,BATANES,12,5,7,1,0,0,11,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Saint Ferdinand College-Cabagan Campus,Private HEI,CABAGAN,ISABELA,66,38,28,10,0,49,7,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Saint Joseph's College of Baggao,Private HEI,BAGGAO,CAGAYAN,470,190,280,173,76,0,79,0,142,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Saint Mary's University of Bayombong,Private HEI,BAYOMBONG,NUEVA VIZCAYA,80,20,60,8,0,8,32,2,1,14,0,12,3,0,2018-2019
02 - Cagayan Valley,Saint Paul University Philippines,Private HEI,TUGUEGARAO CITY,CAGAYAN,26,6,20,5,0,0,12,0,0,1,0,6,2,0,2018-2019
02 - Cagayan Valley,Santiago City Colleges,Private HEI,SANTIAGO CITY,ISABELA,59,41,18,0,0,59,0,0,0,0,0,0,0,0,2018-2019
02 - Cagayan Valley,Sierra College,Private HEI,BAYOMBONG,NUEVA VIZCAYA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-2019
02 - Cagayan Valley,SISTECH College of Santiago City,Private HEI,SANTIAGO CITY,ISABELA,11,5,6,0,0,0,0,0,7,4,0,0,0,0,2018-2019
02 - Cagayan Valley,St. Ferdinand College-Ilagan,Private HEI,ILAGAN CITY,ISABELA,70,33,37,9,0,46,13,0,2,0,0,0,0,0,2018-2019
02 - Cagayan Valley,STI College-Tuguegarao,Private HEI,TUGUEGARAO CITY,CAGAYAN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2018-2019
02 - Cagayan Valley,University of Cagayan Valley,Private HEI,TUGUEGARAO CITY,CAGAYAN,491,279,212,141,0,122,20,0,16,126,0,14,52,0,2018-2019
02 - Cagayan Valley,University of La Salette,Private HEI,SANTIAGO CITY,ISABELA,789,346,443,84,8,53,231,0,38,192,0,135,48,0,2018-2019
02 - Cagayan Valley,University of Perpetual Help System,Private HEI,CAUAYAN CITY,ISABELA,237,63,174,94,0,5,43,0,28,18,0,10,39,0,2018-2019
02 - Cagayan Valley,University of Saint Louis-Tuguegarao,Private HEI,TUGUEGARAO CITY,CAGAYAN,53,28,25,2,1,5,13,0,1,25,0,3,3,0,2018-2019
03 - Central Luzon,"ACLC College of Apalit, INC.",PRIVATE HEI,APALIT,PAMPANGA,16,8,8,0,0,0,4,0,9,1,0,0,2,0,2018-2019
03 - Central Luzon,"ACLC College of Malolos, Inc.",PRIVATE HEI,MALOLOS,BULACAN,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2018-2019
03 - Central Luzon,"ACLC College of Meycauayan, Inc.",PRIVATE HEI,CITY OF MEYCAUAYAN,BULACAN,3,0,3,0,0,0,3,0,0,0,0,0,0,0,2018-2019
03 - Central Luzon,"ACLC College of Poblacion Baliuag, Inc.",PRIVATE HEI,BALIUAG,BULACAN,9,3,6,0,0,0,2,0,4,0,0,0,3,0,2018-2019
03 - Central Luzon,"ACLC College of Sta. Maria, Inc.",PRIVATE HEI,SANTA MARIA,BULACAN,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2018-2019
