REGION,HEI_NAME,HEI_TYPE,HEI_CITY,HEI_PROVINCE,TES_GRANTEES,SEX_M,SEX_F,EDUC,ARTS,SOC_SCI,BUSINESS,NAT_SCI,INFO,ENG,AGRI,HEALTH,SERVICES,OTHERS,YEAR
01 - Ilocos Region,North Luzon Philippines State College,SUC,CANDON CITY,ILOCOS SUR,397,152,245,31,100,73,139,0,42,0,0,12,0,0,2019-2020
01 - Ilocos Region,Northern Christian College,Private HEI,LAOAG CITY,ILOCOS NORTE,36,8,28,15,0,0,0,0,0,0,0,19,2,0,2019-2020
01 - Ilocos Region,Northern Luzon Adventist College,Private HEI,SISON,PANGASINAN,474,251,223,144,119,18,87,0,59,0,0,47,0,0,2019-2020
01 - Ilocos Region,"Northern Philippines College for Maritime, Science and Technology",Private HEI,SAN FERNANDO CITY,LA UNION,16,12,4,0,0,1,0,0,1,9,0,0,5,0,2019-2020
01 - Ilocos Region,Northwestern University,Private HEI,LAOAG CITY,ILOCOS NORTE,7,4,3,0,0,0,1,0,0,1,0,1,4,0,2019-2020
01 - Ilocos Region,Osias Educational Foundation,Private HEI,BALAOAN,LA UNION,135,41,94,44,49,0,42,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,Palaris College,Private HEI,SAN CARLOS CITY,PANGASINAN,31,17,14,17,0,0,7,0,0,0,0,0,7,0,2019-2020
01 - Ilocos Region,Pangasinan Merchant Marine Academy,Private HEI,DAGUPAN CITY,PANGASINAN,147,119,28,31,0,13,0,0,0,27,0,0,76,0,2019-2020
01 - Ilocos Region,Pangasinan State University,SUC,LINGAYEN,PANGASINAN,55,11,44,6,9,0,9,12,18,0,0,1,0,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Alaminos City,SUC,ALAMINOS CITY,PANGASINAN,71,15,56,37,0,0,25,0,5,0,0,0,4,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Asingan,SUC,ASINGAN,PANGASINAN,60,22,38,21,0,0,11,0,10,18,0,0,0,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Bayambang,SUC,BAYAMBANG,PANGASINAN,38,11,27,3,17,0,16,0,2,0,0,0,0,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Binmaley,SUC,BINMALEY,PANGASINAN,12,3,9,4,0,1,0,3,0,0,4,0,0,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Infanta,SUC,INFANTA,PANGASINAN,43,18,25,27,0,0,0,0,0,0,16,0,0,0,2019-2020
01 - Ilocos Region,Pangasinan State University-San Carlos City,SUC,SAN CARLOS CITY,PANGASINAN,107,31,76,46,0,0,40,0,15,0,4,0,2,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Sta. Maria,SUC,SANTA MARIA,PANGASINAN,5,2,3,3,0,0,2,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,Pangasinan State University-Urdaneta City,SUC,URDANETA CITY,PANGASINAN,257,139,118,24,7,0,0,13,37,176,0,0,0,0,2019-2020
01 - Ilocos Region,Panpacific University North Philippines-Tayug,Private HEI,TAYUG,PANGASINAN,343,187,156,90,0,116,29,0,62,0,0,0,46,0,2019-2020
01 - Ilocos Region,Panpacific University North Philippines-Urdaneta City,Private HEI,URDANETA CITY,PANGASINAN,137,99,38,14,0,37,11,0,6,8,0,4,57,0,2019-2020
01 - Ilocos Region,Pass College,Private HEI,ALAMINOS CITY,PANGASINAN,12,3,9,2,0,0,3,0,2,0,0,0,5,0,2019-2020
01 - Ilocos Region,Perpetual Help College of Pangasinan,Private HEI,MALASIQUI,PANGASINAN,1658,845,813,287,0,339,231,0,293,0,0,19,489,0,2019-2020
01 - Ilocos Region,Philippine College of Northwestern Luzon,Private HEI,AGOO,LA UNION,39,12,27,7,0,14,15,0,3,0,0,0,0,0,2019-2020
01 - Ilocos Region,Philippine College of Science and Technology,Private HEI,CALASIAO,PANGASINAN,2225,1479,746,144,0,663,289,0,207,358,0,0,564,0,2019-2020
01 - Ilocos Region,Philippine Darakbang Theological College,Private HEI,BINALONAN,PANGASINAN,23,6,17,23,0,0,0,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,PHINMA-Upang College Urdaneta,Private HEI,URDANETA CITY,PANGASINAN,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2019-2020
01 - Ilocos Region,PIMSAT Colleges-Dagupan,Private HEI,DAGUPAN CITY,PANGASINAN,6,1,5,0,0,0,3,0,1,0,0,0,2,0,2019-2020
01 - Ilocos Region,PIMSAT Colleges-San Carlos City,Private HEI,SAN CARLOS CITY,PANGASINAN,32,22,10,2,0,16,0,0,14,0,0,0,0,0,2019-2020
01 - Ilocos Region,Polytechnic College of La union,Private HEI,AGOO,LA UNION,90,44,46,7,0,35,24,0,9,0,0,0,15,0,2019-2020
01 - Ilocos Region,Rosales-Wesleyan Bible College,Private HEI,ROSALES,PANGASINAN,30,16,14,0,30,0,0,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,Saint Columban's College,Private HEI,LINGAYEN,PANGASINAN,12,2,10,4,0,0,8,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,Saint Louis College-City of San Fernando,Private HEI,SAN FERNANDO CITY,LA UNION,8,3,5,2,0,1,0,0,1,4,0,0,0,0,2019-2020
01 - Ilocos Region,Saint Paul College of Ilocos Sur,Private HEI,BANTAY,ILOCOS SUR,9,2,7,5,0,0,2,0,0,0,0,2,0,0,2019-2020
01 - Ilocos Region,San Carlos College,Private HEI,SAN CARLOS CITY,PANGASINAN,8,2,6,3,0,0,4,0,1,0,0,0,0,0,2019-2020
01 - Ilocos Region,Sea and Sky College,Private HEI,SAN FERNANDO CITY,LA UNION,29,5,24,0,0,0,3,0,0,0,0,0,26,0,2019-2020
01 - Ilocos Region,Señor Tesoro College,Private HEI,CALASIAO,PANGASINAN,23,11,12,0,0,0,7,0,0,0,0,0,16,0,2019-2020
01 - Ilocos Region,South Ilocandia College of Arts and Technology,Private HEI,ARINGAY,LA UNION,21,10,11,0,0,0,0,0,21,0,0,0,0,0,2019-2020
01 - Ilocos Region,St. Camillus College of Manaoag Foundation,Private HEI,MANAOAG,PANGASINAN,115,35,80,70,0,0,45,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,STI College-San Fernando City,Private HEI,SAN FERNANDO CITY,LA UNION,3,1,2,0,0,0,0,0,2,0,0,0,1,0,2019-2020
01 - Ilocos Region,STI College-Vigan,Private HEI,VIGAN CITY,ILOCOS SUR,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2019-2020
01 - Ilocos Region,STI Education Services Group,Private HEI,LAOAG CITY,ILOCOS NORTE,4,3,1,0,0,0,0,0,4,0,0,0,0,0,2019-2020
01 - Ilocos Region,Systems Technology Institute (STI) College-Dagupan City,Private HEI,DAGUPAN CITY,PANGASINAN,11,6,5,0,0,0,0,0,7,0,0,0,4,0,2019-2020
01 - Ilocos Region,The Adelphi College,Private HEI,LINGAYEN,PANGASINAN,89,12,77,67,0,0,22,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,The Great Plebeian College,Private HEI,ALAMINOS CITY,PANGASINAN,25,3,22,11,0,0,14,0,0,0,0,0,0,0,2019-2020
01 - Ilocos Region,Union Christian College,Private HEI,SAN FERNANDO CITY,LA UNION,17,3,14,4,0,0,9,0,0,0,0,4,0,0,2019-2020
01 - Ilocos Region,University of Eastern Pangasinan,LUC,BINALONAN,PANGASINAN,301,108,193,95,0,49,46,0,57,0,0,8,46,0,2019-2020
01 - Ilocos Region,University of Luzon,Private HEI,DAGUPAN CITY,PANGASINAN,986,501,485,132,2,165,291,0,129,147,0,41,79,0,2019-2020
01 - Ilocos Region,University of Northern Philippines,SUC,VIGAN CITY,ILOCOS SUR,37,20,17,3,3,2,3,1,2,17,0,5,1,0,2019-2020
01 - Ilocos Region,University of Pangasinan,Private HEI,DAGUPAN CITY,PANGASINAN,2476,1105,1371,254,0,185,703,0,236,487,0,324,287,0,2019-2020
01 - Ilocos Region,Urdaneta City University,LUC,URDANETA CITY,PANGASINAN,105,26,79,0,0,9,80,0,0,0,0,16,0,0,2019-2020
01 - Ilocos Region,Virgen Milagrosa University Foundation,Private HEI,SAN CARLOS CITY,PANGASINAN,37,20,17,3,1,2,10,0,1,17,0,3,0,0,2019-2020
02 - Cagayan Valley,Aldersgate College,Private HEI,SOLANO,NUEVA VIZCAYA,682,365,317,86,5,84,145,0,82,127,0,45,108,0,2019-2020
02 - Cagayan Valley,"AMA Computer College, Santiago",PRIVATE HEI,SANTIAGO CITY,ISABELA,158,109,49,0,0,0,0,0,102,56,0,0,0,0,2019-2020
02 - Cagayan Valley,AMA Computer College-Tuguegarao City,Private HEI,TUGUEGARAO CITY,CAGAYAN,7,6,1,0,0,0,0,0,7,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Batanes State College,SUC,BASCO,BATANES,29,13,16,9,0,0,0,0,3,5,5,0,7,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Andrews,SUC,TUGUEGARAO CITY,CAGAYAN,291,69,222,108,0,0,79,0,0,0,0,15,89,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Aparri,SUC,APARRI,CAGAYAN,409,130,279,60,0,38,65,0,83,29,34,0,100,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Gonzaga,SUC,GONZAGA,CAGAYAN,139,50,89,25,0,16,19,0,33,0,15,0,31,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Lallo,SUC,LAL-LO,CAGAYAN,83,28,55,20,0,0,0,0,13,0,43,0,7,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Lasam,SUC,LASAM,CAGAYAN,78,33,45,10,0,0,0,0,21,47,0,0,0,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Piat,SUC,PIAT,CAGAYAN,140,54,86,33,0,13,0,0,52,0,42,0,0,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Sanchez Mira,SUC,SANCHEZ MIRA,CAGAYAN,161,55,106,40,0,15,24,0,11,28,16,0,27,0,2019-2020
02 - Cagayan Valley,Cagayan State University-Tuguegarao (Carig),SUC,TUGUEGARAO CITY,CAGAYAN,188,71,117,8,6,12,14,20,30,90,8,0,0,0,2019-2020
02 - Cagayan Valley,Cagayan Valley Computer and Information Technology College,Private HEI,SANTIAGO CITY,ISABELA,459,194,265,0,0,0,284,0,67,33,0,0,75,0,2019-2020
02 - Cagayan Valley,Eveland Christian College,Private HEI,SAN MATEO,ISABELA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,F.L. Vargas College-Abulug Campus,Private HEI,ABULUG,CAGAYAN,233,137,96,46,0,103,10,0,32,19,0,0,23,0,2019-2020
02 - Cagayan Valley,FL Vargas College-Tuguegarao,Private HEI,TUGUEGARAO CITY,CAGAYAN,145,70,75,19,0,84,7,0,9,15,0,1,10,0,2019-2020
02 - Cagayan Valley,Global Academy of Technology and Entrepreneurship,Private HEI,SANTIAGO CITY,ISABELA,226,118,108,0,0,0,1,0,138,3,0,0,84,0,2019-2020
02 - Cagayan Valley,HGBaquiran College,Private HEI,TUMAUINI,ISABELA,773,388,385,222,0,286,71,0,43,68,0,0,83,0,2019-2020
02 - Cagayan Valley,Infant Jesus Montessori School (College Department),Private HEI,SANTIAGO CITY,ISABELA,113,37,76,53,0,0,60,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,International School of Asia and the Pacific,Private HEI,PEÑABLANCA,CAGAYAN,191,68,123,22,0,58,37,0,8,1,0,13,52,0,2019-2020
02 - Cagayan Valley,Isabela College of Arts and Technology,Private HEI,CAUAYAN CITY,ISABELA,36,33,3,0,0,9,0,0,0,12,0,0,15,0,2019-2020
02 - Cagayan Valley,Isabela Colleges,Private HEI,CAUAYAN CITY,ISABELA,33,16,17,18,0,13,0,0,2,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Isabela State University-Angadanan Campus,SUC,ANGADANAN,ISABELA,103,52,51,18,0,22,0,0,10,52,0,0,1,0,2019-2020
02 - Cagayan Valley,Isabela State University-Cabagan,SUC,CABAGAN,ISABELA,581,212,369,124,0,84,52,27,55,12,92,0,135,0,2019-2020
02 - Cagayan Valley,Isabela State University-Cauayan Campus,SUC,CAUAYAN CITY,ISABELA,373,138,235,58,22,64,60,0,60,32,58,0,19,0,2019-2020
02 - Cagayan Valley,Isabela State University-Ilagan Campus,SUC,ILAGAN CITY,ISABELA,249,82,167,75,0,3,0,0,32,112,0,27,0,0,2019-2020
02 - Cagayan Valley,Isabela State University-Jones Campus,SUC,JONES,ISABELA,28,12,16,4,0,6,0,0,3,0,15,0,0,0,2019-2020
02 - Cagayan Valley,Isabela State University-Main (Echague),SUC,ECHAGUE,ISABELA,531,172,359,89,18,55,135,9,44,46,89,18,28,0,2019-2020
02 - Cagayan Valley,Isabela State University-Palanan Campus,SUC,PALANAN,ISABELA,45,13,32,10,0,0,0,0,31,0,4,0,0,0,2019-2020
02 - Cagayan Valley,Isabela State University-Roxas Campus,SUC,ROXAS,ISABELA,212,68,144,35,0,18,33,0,65,0,61,0,0,0,2019-2020
02 - Cagayan Valley,Isabela State University-San Mariano Campus,SUC,SAN MARIANO,ISABELA,180,61,119,40,0,0,0,0,14,0,51,0,75,0,2019-2020
02 - Cagayan Valley,Isabela State University-San Mateo Campus,SUC,SAN MATEO,ISABELA,86,36,50,28,0,0,0,0,16,0,42,0,0,0,2019-2020
02 - Cagayan Valley,John Wesley College,Private HEI,TUGUEGARAO CITY,CAGAYAN,3,1,2,2,1,0,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,King's College of the Philippines-Bambang,Private HEI,BAMBANG,NUEVA VIZCAYA,133,52,81,18,0,77,34,0,3,0,0,0,1,0,2019-2020
02 - Cagayan Valley,La Patria College,PRIVATE HEI,SANTIAGO CITY,ISABELA,499,311,188,48,0,60,124,0,23,204,0,0,40,0,2019-2020
02 - Cagayan Valley,La Salette of Roxas College,Private HEI,ROXAS,ISABELA,8,2,6,3,0,0,5,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Lyceum of Aparri,Private HEI,APARRI,CAGAYAN,21,7,14,4,0,6,2,0,0,2,0,7,0,0,2019-2020
02 - Cagayan Valley,Lyceum of Tuao,Private HEI,TUAO,CAGAYAN,439,255,184,128,0,253,58,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Maila Rosario Colleges,Private HEI,TUGUEGARAO CITY,CAGAYAN,60,32,28,6,0,35,6,0,3,0,0,0,10,0,2019-2020
02 - Cagayan Valley,Mallig Plains Colleges,Private HEI,MALLIG,ISABELA,242,109,133,60,0,42,78,0,24,0,0,0,38,0,2019-2020
02 - Cagayan Valley,Medical Colleges of Northern Philippines,Private HEI,PEÑABLANCA,CAGAYAN,120,28,92,0,0,0,0,0,0,0,0,120,0,0,2019-2020
02 - Cagayan Valley,Metropolitan College of Science and Technology,PRIVATE HEI,SANTIAGO CITY,ISABELA,153,106,47,0,0,139,14,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Northeast Luzon Adventist College,Private HEI,ALICIA,ISABELA,13,4,9,11,2,0,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Northeastern College,Private HEI,SANTIAGO CITY,ISABELA,2236,958,1278,391,97,410,566,0,212,95,0,170,295,0,2019-2020
02 - Cagayan Valley,Northern Cagayan Colleges Foundation,Private HEI,BALLESTEROS,CAGAYAN,215,79,136,215,0,0,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,"Nueva Vizcaya State University - Main, Bayombong",SUC,BAYOMBONG,NUEVA VIZCAYA,291,79,212,53,0,0,40,7,17,61,92,0,21,0,2019-2020
02 - Cagayan Valley,Nueva Vizcaya State University-Bambang,SUC,BAMBANG,NUEVA VIZCAYA,414,131,283,79,18,0,79,15,25,174,0,0,24,0,2019-2020
02 - Cagayan Valley,Our Lady of the Pillar College-Cauayan,Private HEI,CAUAYAN CITY,ISABELA,19,8,11,4,1,6,8,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Our Lady of the Pillar College-Cauayan San Manuel Branch,Private HEI,SAN MANUEL (CALLANG),ISABELA,314,160,154,86,0,92,70,0,24,0,0,0,42,0,2019-2020
02 - Cagayan Valley,Philippine Law Enforcement College,Private HEI,TUGUEGARAO CITY,CAGAYAN,6,4,2,0,0,6,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Philippine Normal University-North Luzon Campus,SUC,ALICIA,ISABELA,37,10,27,37,0,0,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,PLT College,Private HEI,BAYOMBONG,NUEVA VIZCAYA,60,18,42,4,0,25,4,0,1,0,0,25,1,0,2019-2020
02 - Cagayan Valley,Quezon Colleges of the North,Private HEI,BALLESTEROS,CAGAYAN,95,34,61,0,0,0,95,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Quirino State University,SUC,DIFFUN,QUIRINO PROVINCE,62,18,44,31,0,6,6,0,7,2,6,1,3,0,2019-2020
02 - Cagayan Valley,Quirino State University - Cabarroguis,SUC,CABARRUGUIS,QUIRINO PROVINCE,141,55,86,28,2,38,19,0,9,29,0,8,8,0,2019-2020
02 - Cagayan Valley,Quirino State University - Maddela,SUC,MADDELA,QUIRINO PROVINCE,22,4,18,13,0,0,0,0,0,0,5,0,4,0,2019-2020
02 - Cagayan Valley,Saint Anthony's College,Private HEI,SANTA ANA,CAGAYAN,366,156,210,206,0,0,160,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Saint Dominic College of Batanes,Private HEI,BASCO,BATANES,11,4,7,2,0,0,9,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Saint Ferdinand College-Cabagan Campus,Private HEI,CABAGAN,ISABELA,47,29,18,5,0,37,5,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Saint Joseph's College of Baggao,Private HEI,BAGGAO,CAGAYAN,821,349,472,295,105,0,147,0,274,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Saint Mary's University of Bayombong,Private HEI,BAYOMBONG,NUEVA VIZCAYA,79,16,63,4,0,12,29,1,1,12,0,15,5,0,2019-2020
02 - Cagayan Valley,Saint Paul University Philippines,Private HEI,TUGUEGARAO CITY,CAGAYAN,18,5,13,3,0,0,8,0,0,1,0,4,2,0,2019-2020
02 - Cagayan Valley,Santiago City Colleges,Private HEI,SANTIAGO CITY,ISABELA,105,70,35,0,0,105,0,0,0,0,0,0,0,0,2019-2020
02 - Cagayan Valley,Sierra College,Private HEI,BAYOMBONG,NUEVA VIZCAYA,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2019-2020
02 - Cagayan Valley,SISTECH College of Santiago City,Private HEI,SANTIAGO CITY,ISABELA,67,45,22,0,0,0,0,0,52,15,0,0,0,0,2019-2020
02 - Cagayan Valley,St. Ferdinand College-Ilagan,Private HEI,ILAGAN CITY,ISABELA,62,42,20,2,0,43,14,0,1,0,0,1,1,0,2019-2020
02 - Cagayan Valley,STI College-Tuguegarao,Private HEI,TUGUEGARAO CITY,CAGAYAN,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2019-2020
02 - Cagayan Valley,University of Cagayan Valley,Private HEI,TUGUEGARAO CITY,CAGAYAN,447,227,220,121,1,113,24,0,12,102,0,24,50,0,2019-2020
02 - Cagayan Valley,University of La Salette,Private HEI,SANTIAGO CITY,ISABELA,1301,600,701,97,3,105,310,0,53,341,0,310,82,0,2019-2020
02 - Cagayan Valley,University of Perpetual Help System,Private HEI,CAUAYAN CITY,ISABELA,182,42,140,82,1,4,31,0,10,11,0,12,31,0,2019-2020
02 - Cagayan Valley,University of Saint Louis-Tuguegarao,Private HEI,TUGUEGARAO CITY,CAGAYAN,44,22,22,1,0,1,15,0,1,22,0,3,1,0,2019-2020
03 - Central Luzon,"Academia de San Lorenzo Dema Ala, inc.",PRIVATE HEI,CITY OF SAN JOSE DEL MONTE,BULACAN,6,0,6,4,0,1,1,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,"ACLC College of Apalit, INC.",PRIVATE HEI,APALIT,PAMPANGA,168,103,65,0,0,0,60,0,63,19,0,0,26,0,2019-2020
03 - Central Luzon,"ACLC College of Malolos, Inc.",PRIVATE HEI,MALOLOS,BULACAN,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2019-2020
03 - Central Luzon,"ACLC College of Meycauayan, Inc.",PRIVATE HEI,CITY OF MEYCAUAYAN,BULACAN,3,0,3,0,0,0,3,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,"ACLC College of Poblacion Baliuag, Inc.",PRIVATE HEI,BALIUAG,BULACAN,7,2,5,0,0,0,2,0,3,0,0,0,2,0,2019-2020
03 - Central Luzon,"ACLC College of Sta. Maria, Inc.",PRIVATE HEI,SANTA MARIA,BULACAN,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,AMA Computer College-Angeles City,PRIVATE HEI,CITY OF ANGELES,PAMPANGA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,AMA Computer College-Cabanatuan City,PRIVATE HEI,CITY OF CABANATUAN,NUEVA ECIJA,4,1,3,0,0,0,1,0,3,0,0,0,0,0,2019-2020
03 - Central Luzon,Angeles University Foundation,PRIVATE HEI,CITY OF ANGELES,PAMPANGA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,Araullo University,Private HEI,CITY OF CABANATUAN,NUEVA ECIJA,553,219,334,110,0,206,137,0,18,27,0,7,48,0,2019-2020
03 - Central Luzon,Asia Pacific College of Advanced Studies,PRIVATE HEI,CITY OF BALANGA (CAPITAL),BATAAN,19,3,16,2,0,7,3,0,0,4,0,1,2,0,2019-2020
03 - Central Luzon,Aurora Polytechnic College,Private HEI,BALER,AURORA,5,4,1,0,0,0,0,0,3,0,0,0,2,0,2019-2020
03 - Central Luzon,Aurora State College of Technology,SUC,BALER,AURORA,181,59,122,25,0,0,0,0,13,62,44,0,37,0,2019-2020
03 - Central Luzon,Aurora State College of Technology-Bazal,SUC,MARIA AURORA,AURORA,30,15,15,0,0,0,0,0,0,0,30,0,0,0,2019-2020
03 - Central Luzon,Aurora State College of Technology-Casiguran,SUC,CASIGURAN,AURORA,10,4,6,0,0,0,0,0,0,0,10,0,0,0,2019-2020
03 - Central Luzon,Baliwag Maritime Academy,PRIVATE HEI,SAN RAFAEL,BULACAN,28,28,0,0,0,0,0,0,0,14,0,0,14,0,2019-2020
03 - Central Luzon,Baliwag Polytechnic College,LUC,BALIUAG,BULACAN,24,9,15,11,0,0,8,0,3,0,0,0,2,0,2019-2020
03 - Central Luzon,Bataan Heroes College,PRIVATE HEI,CITY OF BALANGA (CAPITAL),BATAAN,26,17,9,0,0,8,4,0,0,14,0,0,0,0,2019-2020
03 - Central Luzon,Bataan Peninsula State University,SUC,CITY OF BALANGA (CAPITAL),BATAAN,98,54,44,3,7,3,0,0,9,60,0,2,14,0,2019-2020
03 - Central Luzon,Bataan Peninsula State University-Abucay,SUC,ABUCAY,BATAAN,14,6,8,1,0,0,0,0,0,5,8,0,0,0,2019-2020
03 - Central Luzon,Bataan Peninsula State University-Balanga,SUC,CITY OF BALANGA (CAPITAL),BATAAN,64,19,45,24,3,4,30,0,0,0,0,3,0,0,2019-2020
03 - Central Luzon,Bataan Peninsula State University-Dinalupihan,SUC,DINALUPIHAN,BATAAN,7,2,5,7,0,0,0,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,Bataan Peninsula State University-Orani,SUC,ORANI,BATAAN,18,4,14,14,0,0,0,0,0,0,4,0,0,0,2019-2020
03 - Central Luzon,Bestlink College of the Philippines-Bulacan,PRIVATE HEI,CITY OF SAN JOSE DEL MONTE,BULACAN,3,2,1,1,0,0,1,0,1,0,0,0,0,0,2019-2020
03 - Central Luzon,Bulacan Agricultural State College,SUC,SAN ILDEFONSO,BULACAN,151,60,91,25,0,0,13,0,2,17,81,0,13,0,2019-2020
03 - Central Luzon,Bulacan Agricultural State College-Doña Remedios Trinidad,SUC,DOÑA REMEDIOS TRINIDAD,BULACAN,10,3,7,5,0,0,0,0,0,0,5,0,0,0,2019-2020
03 - Central Luzon,Bulacan Polytechnic College,LUC,CITY OF MALOLOS (CAPITAL),BULACAN,110,34,76,26,0,0,55,0,16,13,0,0,0,0,2019-2020
03 - Central Luzon,Bulacan State University-Bustos,SUC,BUSTOS,BULACAN,38,11,27,29,0,0,2,0,2,5,0,0,0,0,2019-2020
03 - Central Luzon,Bulacan State University-Hagonoy,SUC,HAGONOY,BULACAN,29,5,24,19,0,0,0,0,2,2,0,0,6,0,2019-2020
03 - Central Luzon,Bulacan State University-Main,SUC,CITY OF MALOLOS (CAPITAL),BULACAN,105,43,62,21,1,10,7,4,13,39,0,0,10,0,2019-2020
03 - Central Luzon,Bulacan State University-Meneses,SUC,BULACAN,BULACAN,30,8,22,14,0,0,7,0,2,3,0,0,4,0,2019-2020
03 - Central Luzon,Bulacan State University-San Jose Del Monte,SUC,CITY OF SAN JOSE DEL MONTE,BULACAN,66,27,39,30,0,0,23,0,7,4,0,0,2,0,2019-2020
03 - Central Luzon,Camiling Colleges,PRIVATE HEI,CAMILING,TARLAC,7,2,5,7,0,0,0,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,"Carthel Science Educational Foundation (CSEF), INC.",PRIVATE HEI,SAN MANUEL,TARLAC,136,79,57,0,0,72,0,0,0,41,0,13,10,0,2019-2020
03 - Central Luzon,"Central Luzon College of Science and Technology, Inc.",PRIVATE HEI,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA,2,2,0,0,0,1,0,0,0,0,0,0,1,0,2019-2020
03 - Central Luzon,Central Luzon College of Science and Technology-Olongapo City,PRIVATE HEI,CITY OF OLONGAPO,ZAMBALES,9,6,3,0,0,1,4,0,0,1,0,0,3,0,2019-2020
03 - Central Luzon,Central Luzon Doctors' Hospital Educational Institution,PRIVATE HEI,CITY OF TARLAC (CAPITAL),TARLAC,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2019-2020
03 - Central Luzon,Central Luzon State University,SUC,SCIENCE CITY OF MUÑOZ,NUEVA ECIJA,901,355,546,186,36,56,98,75,63,147,207,0,33,0,2019-2020
03 - Central Luzon,Centro Colegio De Tarlac,PRIVATE HEI,BAMBAN,TARLAC,271,195,76,0,0,258,0,0,0,0,0,0,13,0,2019-2020
03 - Central Luzon,CIT Colleges of Paniqui Foundation,PRIVATE HEI,PANIQUI,TARLAC,352,134,218,237,7,0,108,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,City College of Angeles,LUC,CITY OF ANGELES,PAMPANGA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,City College of San Fernando,LUC,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA,2,1,1,1,0,0,0,0,1,0,0,0,0,0,2019-2020
03 - Central Luzon,Colegio De Calumpit,Private HEI,CALUMPIT,BULACAN,343,127,216,137,0,0,101,0,0,0,0,0,105,0,2019-2020
03 - Central Luzon,Colegio De San Gabriel Arcangel,Private HEI,CITY OF SAN JOSE DEL MONTE,BULACAN,177,79,98,34,0,37,34,3,17,20,0,10,22,0,2019-2020
03 - Central Luzon,Colegio de San Juan de Letran-Abucay,Private HEI,ABUCAY,BATAAN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2019-2020
03 - Central Luzon,Colegio De San Pascual Baylon,Private HEI,OBANDO,BULACAN,259,119,140,57,0,0,141,0,61,0,0,0,0,0,2019-2020
03 - Central Luzon,Colegio de Sebastian-Pampanga,Private HEI,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2019-2020
