REGION,HEI_NAME,HEI_TYPE,HEI_CITY,HEI_PROVINCE,FHE_GRANTEES,SEX_M,SEX_F,NOT_INDICATED,YEAR
04 - CALABARZON,San Mateo Municipal College,LUC,SAN MATEO,RIZAL PROVINCE,5558,1577,3981,,2021-2022
04 - CALABARZON,Southern Luzon State University,SUC,LUCBAN,QUEZON PROVINCE,11557,4170,7387,,2021-2022
04 - CALABARZON,Tanauan City College,LUC,CITY OF TANAUAN,BATANGAS,1257,522,735,,2021-2022
04 - CALABARZON,Trece Martires City College,LUC,CITY OF TRECE MARTIRES (CAPITAL),CAVITE,1747,639,1108,,2021-2022
04 - CALABARZON,University of Rizal System,SUC,TANAY,RIZAL PROVINCE,20764,8128,12636,,2021-2022
05 - Bicol Region,Aroroy Municipal College,LUC,AROROY,MASBATE,1270,392,878,0.0,2021-2022
05 - Bicol Region,Baao Community College,LUC,BAAO,CAMARINES SUR,4262,1260,2999,3.0,2021-2022
05 - Bicol Region,Bicol State College of Applied Sciences and Technology,SUC,CITY OF NAGA,CAMARINES SUR,4278,1806,2144,328.0,2021-2022
05 - Bicol Region,Bicol University,SUC,LEGAZPI CITY,ALBAY,24993,9258,15671,64.0,2021-2022
05 - Bicol Region,Calabanga Community College,LUC,CALABANGA,CAMARINES SUR,1521,389,1131,1.0,2021-2022
05 - Bicol Region,Camarines Norte State College,SUC,DAET (CAPITAL),CAMARINES NORTE,9287,3500,5785,2.0,2021-2022
05 - Bicol Region,Camarines Sur Polytechnic College,SUC,NABUA,CAMARINES SUR,10051,4125,5926,,2021-2022
05 - Bicol Region,Caramoan Community College,LUC,CARAMOAN,CAMARINES SUR,1743,554,1189,,2021-2022
05 - Bicol Region,Catanduanes State University,SUC,VIRAC (CAPITAL),CATANDUANES,11030,4562,6468,,2021-2022
05 - Bicol Region,Central Bicol State University of Agriculture,SUC,PILI (CAPITAL),CAMARINES SUR,12173,2942,5438,3793.0,2021-2022
05 - Bicol Region,City College of Naga,LUC,CITY OF NAGA,CAMARINES SUR,239,17,222,,2021-2022
05 - Bicol Region,Community College of Manito,LUC,MANITO,ALBAY,827,298,528,1.0,2021-2022
05 - Bicol Region,Daraga Community College,LUC,DARAGA,ALBAY,7212,2419,4787,6.0,2021-2022
05 - Bicol Region,Donsol Community College,LUC,DONSOL,SORSOGON,1054,426,628,0.0,2021-2022
05 - Bicol Region,"Dr. Emilio B. Espinosa, Sr. Memorial State College of Agriculture and Technology",SUC,MANDAON,MASBATE,6967,2949,4013,5.0,2021-2022
05 - Bicol Region,Governor Mariano E. Villafuerte Community College,LUC,GARCHITORENA,CAMARINES SUR,2330,852,1475,3.0,2021-2022
05 - Bicol Region,Libon Community College,LUC,LIBON,ALBAY,1980,788,1192,0.0,2021-2022
05 - Bicol Region,Ligao Community College,LUC,CITY OF LIGAO,ALBAY,1699,523,1176,0.0,2021-2022
05 - Bicol Region,Oas Community College,LUC,OAS,ALBAY,2772,1097,1675,0.0,2021-2022
05 - Bicol Region,Partido State University,SUC,GOA,CAMARINES SUR,6537,2603,3933,1.0,2021-2022
05 - Bicol Region,Polangui Community College,LUC,POLANGUI,ALBAY,2327,788,1538,1.0,2021-2022
05 - Bicol Region,Rapu-Rapu Community College,LUC,RAPU-RAPU,ALBAY,454,187,266,1.0,2021-2022
05 - Bicol Region,San Jose Community College,LUC,MALILIPOT,ALBAY,7798,3153,4645,0.0,2021-2022
05 - Bicol Region,San Pascual Polytechnic College,LUC,SAN PASCUAL,MASBATE,240,57,183,0.0,2021-2022
05 - Bicol Region,Sorsogon State University,SUC,CITY OF SORSOGON (CAPITAL),SORSOGON,12000,5236,6763,1.0,2021-2022
05 - Bicol Region,Tiwi Community College,LUC,TIWI,ALBAY,2156,787,1369,0.0,2021-2022
06 - Western Visayas,Aklan State University,SUC,BANGA,AKLAN,10990,4099,6891,,2021-2022
06 - Western Visayas,Bacolod City College,LUC,CITY OF BACOLOD (CAPITAL),NEGROS OCCIDENTAL,3067,925,2142,,2021-2022
06 - Western Visayas,Bago City College,LUC,CITY OF BAGO,NEGROS OCCIDENTAL,5182,2244,2938,,2021-2022
06 - Western Visayas,Capiz State University,SUC,CITY OF ROXAS (CAPITAL),CAPIZ,22450,9434,13016,,2021-2022
06 - Western Visayas,Carlos Hilado Memorial State College,SUC,CITY OF TALISAY,NEGROS OCCIDENTAL,12750,5109,7641,,2021-2022
06 - Western Visayas,Central Philippine State University,SUC,CITY OF KABANKALAN,NEGROS OCCIDENTAL,13498,5598,7900,,2021-2022
06 - Western Visayas,Guimaras State College,SUC,BUENAVISTA,GUIMARAS,5880,2602,3278,,2021-2022
06 - Western Visayas,Iloilo City Community College,LUC,CITY OF ILOILO (CAPITAL),ILOILO,755,156,599,,2021-2022
06 - Western Visayas,Iloilo Science and Technology University,SUC,CITY OF ILOILO (CAPITAL),ILOILO,16780,7281,9499,,2021-2022
06 - Western Visayas,Iloilo State College of Fisheries,SUC,BAROTAC NUEVO,ILOILO,7315,3097,4218,,2021-2022
06 - Western Visayas,Northern Iloilo Polytechnic State College,SUC,ESTANCIA,ILOILO,13607,5599,8008,,2021-2022
06 - Western Visayas,Northern Negros State College of Science and Technology,SUC,CITY OF SAGAY,NEGROS OCCIDENTAL,7682,2705,4977,,2021-2022
06 - Western Visayas,Libacao College of Science and Technology,LUC,LIBACAO,AKLAN,220,101,119,,2021-2022
06 - Western Visayas,Passi City College,LUC,CITY OF PASSI,ILOILO,1952,826,1126,,2021-2022
06 - Western Visayas,University of Antique,SUC,SIBALOM,ANTIQUE,20547,8936,11611,,2021-2022
06 - Western Visayas,West Visayas State University,SUC,CITY OF ILOILO (CAPITAL),ILOILO,17107,5851,11256,,2021-2022
07 - Central Visayas,BOHOL ISLAND STATE UNIVERSITY,SUC,CITY OF TAGBILARAN (CAPITAL),BOHOL,18516,6839,11677,,2021-2022
07 - Central Visayas,BUENAVISTA COMMUNITY COLLEGE,LUC,BUENAVISTA,BOHOL,3789,1667,2122,,2021-2022
07 - Central Visayas,CARCAR CITY COLLEGE,LUC,CITY OF CARCAR,CEBU,1724,639,1085,,2021-2022
07 - Central Visayas,CEBU NORMAL UNIVERSITY,SUC,CITY OF CEBU (CAPITAL),CEBU,7711,1450,6261,,2021-2022
07 - Central Visayas,CEBU TECHNOLOGICAL UNIVERSITY,SUC,CITY OF CEBU (CAPITAL),CEBU,52877,21799,31078,,2021-2022
07 - Central Visayas,CONSOLACION COMMUNITY COLLEGE,LUC,CONSOLACION,CEBU,1657,464,1193,,2021-2022
07 - Central Visayas,CORDOVA PUBLIC COLLEGE,LUC,CORDOVA,CEBU,2786,969,1817,,2021-2022
07 - Central Visayas,LAPU-LAPU CITY COLLEGE,LUC,CITY OF LAPU-LAPU (OPON),CEBU,1756,547,1209,,2021-2022
07 - Central Visayas,MADRIDEJOS COMMUNITY COLLEGE,LUC,MADRIDEJOS,CEBU,2702,933,1769,,2021-2022
07 - Central Visayas,MANDAUE CITY COLLEGE,LUC,CITY OF MANDAUE,CEBU,2090,591,1499,,2021-2022
07 - Central Visayas,NEGROS ORIENTAL STATE UNIVERSITY,SUC,CITY OF DUMAGUETE (CAPITAL),NEGROS ORIENTAL,29160,11333,17827,,2021-2022
07 - Central Visayas,SIBONGA COMMUNITY COLLEGE,LUC,SIBONGA,CEBU,1672,573,1099,,2021-2022
07 - Central Visayas,SIQUIJOR STATE COLLEGE,SUC,LARENA,SIQUIJOR,2916,1379,1537,,2021-2022
07 - Central Visayas,TALIBON POLYTECHNIC COLLEGE,LUC,TALIBON,BOHOL,1599,675,924,,2021-2022
07 - Central Visayas,TALISAY CITY COLLEGE,LUC,CITY OF TALISAY,CEBU,5222,1683,3539,,2021-2022
07 - Central Visayas,TRINIDAD MUNICIPAL COLLEGE,LUC,TRINIDAD,BOHOL,4809,1780,3029,,2021-2022
08 - Eastern Visayas,Abuyog Community College,LUC,ABUYOG,LEYTE,3588,1554,2034,,2021-2022
08 - Eastern Visayas,Biliran Province State University,SUC,NAVAL (CAPITAL),BILIRAN,9483,4158,5325,,2021-2022
08 - Eastern Visayas,Burauen Community College,LUC,BURAUEN,LEYTE,2233,1286,947,,2021-2022
08 - Eastern Visayas,Colegio De Las Navas,LUC,LAS NAVAS,NORTHERN SAMAR,1495,681,814,,2021-2022
08 - Eastern Visayas,Eastern Samar State University,SUC,CITY OF BORONGAN (CAPITAL),EASTERN SAMAR,20503,9235,11268,,2021-2022
08 - Eastern Visayas,Eastern Visayas State University,SUC,CITY OF TACLOBAN (CAPITAL),LEYTE,21666,8569,13097,,2021-2022
08 - Eastern Visayas,Leyte Normal University,SUC,CITY OF TACLOBAN (CAPITAL),LEYTE,7715,2262,5453,,2021-2022
08 - Eastern Visayas,Northwest Samar State University,SUC,CITY OF CALBAYOG,WESTERN SAMAR,6885,3170,3715,,2021-2022
08 - Eastern Visayas,Palompon Institute of Technology,SUC,PALOMPON,LEYTE,5442,3034,2408,,2021-2022
08 - Eastern Visayas,Samar State University,SUC,CITY OF CATBALOGAN (CAPITAL),WESTERN SAMAR,8748,3585,5163,,2021-2022
08 - Eastern Visayas,Southern Leyte State University,SUC,SOGOD,SOUTHERN LEYTE,11590,4582,7008,,2021-2022
08 - Eastern Visayas,University of Eastern Philippines,SUC,CATARMAN (CAPITAL),NORTHERN SAMAR,19940,8129,11811,,2021-2022
08 - Eastern Visayas,Visayas State University,SUC,CITY OF BAYBAY,LEYTE,14302,4885,9417,,2021-2022
09 - Zamboanga Peninsula,Jose Rizal Memorial State University,SUC,CITY OF DAPITAN,ZAMBOANGA DEL NORTE,23643,9257,14386,,2021-2022
09 - Zamboanga Peninsula,Josefina H. Cerilles State College,SUC,SAN MIGUEL,ZAMBOANGA DEL SUR,11156,3911,7245,,2021-2022
09 - Zamboanga Peninsula,Western Mindanao State University,SUC,CITY OF ZAMBOANGA,ZAMBOANGA DEL SUR,18185,9724,8461,,2021-2022
09 - Zamboanga Peninsula,Zamboanga del Sur Provincial Government College,LUC,AURORA,ZAMBOANGA DEL SUR,2642,969,1673,,2021-2022
09 - Zamboanga Peninsula,Zamboanga Peninsula Polytechnic State University,SUC,CITY OF ZAMBOANGA,ZAMBOANGA DEL SUR,12551,6460,6091,,2021-2022
09 - Zamboanga Peninsula,Zamboanga State College of Marine Sciences and Technology,SUC,CITY OF ZAMBOANGA,ZAMBOANGA DEL SUR,4691,2531,2160,,2021-2022
10 - Northern Mindanao,Bukidnon State University,SUC,CITY OF MALAYBALAY (CAPITAL),BUKIDNON,13908,4891,9017,,2021-2022
10 - Northern Mindanao,Camiguin Polytechnic State College,SUC,MAMBAJAO (CAPITAL),CAMIGUIN,3445,1484,1961,,2021-2022
10 - Northern Mindanao,Central Mindanao University,SUC,MARAMAG,BUKIDNON,13175,4725,8450,,2021-2022
10 - Northern Mindanao,City College of El Salvador,LUC,CITY OF EL SALVADOR,MISAMIS ORIENTAL,1620,614,1006,,2021-2022
10 - Northern Mindanao,Community College of Gingoog City,LUC,GINGOOG CITY,MISAMIS ORIENTAL,1913,729,1184,,2021-2022
10 - Northern Mindanao,Don Carlos Polytechnic College,LUC,DON CARLOS,BUKIDNON,4110,1701,2409,,2021-2022
10 - Northern Mindanao,Gov. Alfonso D. Tan College,LUC,CITY OF TANGUB,MISAMIS OCCIDENTAL,5245,2033,3212,,2021-2022
10 - Northern Mindanao,Initao College,LUC,INITAO,MISAMIS ORIENTAL,3818,1704,2114,,2021-2022
10 - Northern Mindanao,Magsaysay College,LUC,MAGSAYSAY,MISAMIS ORIENTAL,966,382,584,,2021-2022
10 - Northern Mindanao,Mindanao State University - Iligan Institute of Technology,SUC,CITY OF ILIGAN,LANAO DEL NORTE,9790,3815,5975,,2021-2022
10 - Northern Mindanao,Northern Bukidnon State College,SUC,MANOLO FORTICH,BUKIDNON,2209,687,1522,,2021-2022
10 - Northern Mindanao,Northwestern Mindanao State College of Science and Technology,SUC,CITY OF TANGUB,MISAMIS OCCIDENTAL,5285,2225,3060,,2021-2022
10 - Northern Mindanao,Opol Community College,LUC,OPOL,MISAMIS ORIENTAL,2201,747,1454,,2021-2022
10 - Northern Mindanao,Pangantucan Bukidnon Community College,LUC,PANGANTUCAN,BUKIDNON,1389,568,821,,2021-2022
10 - Northern Mindanao,Salay Community College,LUC,SALAY,MISAMIS ORIENTAL,1629,576,1053,,2021-2022
10 - Northern Mindanao,Tagoloan Community College,LUC,TAGOLOAN,MISAMIS ORIENTAL,9215,3558,5657,,2021-2022
10 - Northern Mindanao,Tubod College,LUC,TUBOD,LANAO DEL NORTE,1258,475,783,,2021-2022
10 - Northern Mindanao,University of Science and Technology of Southern Philippines,SUC,CITY OF CAGAYAN DE ORO (CAPITAL),MISAMIS ORIENTAL,19636,9295,10341,,2021-2022
11 - Davao Region,Davao de Oro State College,SUC,COMPOSTELA,DAVAO DE ORO,7065,2473,4591,1.0,2021-2022
11 - Davao Region,Davao del Norte State College,SUC,CITY OF PANABO,DAVAO DEL NORTE,5630,2051,3579,0.0,2021-2022
11 - Davao Region,Davao del Sur State College,SUC,CITY OF DIGOS (CAPITAL),DAVAO DEL SUR,5517,2046,3471,0.0,2021-2022
11 - Davao Region,Davao Oriental State University,SUC,CITY OF MATI (CAPITAL),DAVAO ORIENTAL,12534,4295,7048,1191.0,2021-2022
11 - Davao Region,"Governor Generoso College of Arts, Science and Technology",LUC,GOVERNOR GENEROSO,DAVAO ORIENTAL,1511,577,934,,2021-2022
11 - Davao Region,"Kapalong College of Agriculture, Sciences and Technology",LUC,KAPALONG,DAVAO DEL NORTE,4670,1789,2881,,2021-2022
11 - Davao Region,Kolehiyo ng Pantukan,LUC,PANTUKAN,COMPOSTELA VALLEY,2722,1099,1623,,2021-2022
11 - Davao Region,"Monkayo College of Arts, Sciences and Technology",LUC,MONKAYO,COMPOSTELA VALLEY,3072,1055,2017,,2021-2022
11 - Davao Region,"Santo Tomas College of Agriculture, Sciences and Technology",LUC,SANTO TOMAS,DAVAO DEL NORTE,3151,1234,1917,,2021-2022
11 - Davao Region,"Southern Philippines Agri-Business, Marine and Aquatic School of Technology",SUC,MALITA,DAVAO DEL SUR,5737,2241,3495,1.0,2021-2022
11 - Davao Region,University of Southeastern Philippines,SUC,CITY OF DAVAO,DAVAO DEL SUR,6641,2475,4166,0.0,2021-2022
12 - Soccsksargen,Cotabato Foundation College of Science and Technology,SUC,ARAKAN,NORTH COTABATO,5093,1991,3102,,2021-2022
12 - Soccsksargen,Cotabato State University,SUC,CITY OF COTABATO,COTABATO CITY,7838,3251,4587,,2021-2022
12 - Soccsksargen,Glan Institute of Technology,LUC,GLAN,SARANGANI,2332,1103,1229,,2021-2022
12 - Soccsksargen,Makilala Institute of Science and Technology,LUC,MAKILALA,NORTH COTABATO,3516,1393,2123,,2021-2022
12 - Soccsksargen,Sultan Kudarat State University,SUC,CITY OF TACURONG,SULTAN KUDARAT,11283,3888,7395,0.0,2021-2022
12 - Soccsksargen,University of Southern Mindanao,SUC,KABACAN,NORTH COTABATO,18075,5431,8812,3832.0,2021-2022
13 - NCR,City of Malabon University,LUC,CITY OF MALABON,METRO MANILA,4957,1974,2805,178.0,2021-2022
13 - NCR,City University of Pasay,LUC,CITY OF PASAY,METRO MANILA,4783,1195,3588,,2021-2022
13 - NCR,Colegio De Muntinlupa,LUC,CITY OF MUNTINLUPA,METRO MANILA,833,544,289,,2021-2022
13 - NCR,Dr. Filemon C. Aguilar Memorial College of Las Piñas,LUC,CITY OF LAS PIÑAS,METRO MANILA,3126,1057,2069,,2021-2022
13 - NCR,"Eulogio ""Amang"" Rodriguez Institute of Science and Technology",SUC,SAMPALOC,METRO MANILA,19982,9007,10963,12.0,2021-2022
13 - NCR,Marikina Polytechnic College,SUC,CITY OF MARIKINA,METRO MANILA,5272,2691,2578,3.0,2021-2022
13 - NCR,Navotas Polytechnic College,LUC,CITY OF NAVOTAS,METRO MANILA,3007,928,2079,,2021-2022
13 - NCR,Pamantasan ng Lungsod ng Marikina,LUC,CITY OF MARIKINA,METRO MANILA,5264,2022,3242,,2021-2022
13 - NCR,Pamantasan ng Lungsod ng Maynila,LUC,INTRAMUROS,METRO MANILA,16624,5530,11094,,2021-2022
13 - NCR,Pamantasan ng Lungsod ng Muntinlupa,LUC,CITY OF MUNTINLUPA,METRO MANILA,10491,4541,5950,,2021-2022
13 - NCR,Pamantasan ng Lungsod ng Pasig,LUC,CITY OF PASIG,METRO MANILA,3865,1269,2596,,2021-2022
13 - NCR,Pamantasan ng Lungsod ng Valenzuela,LUC,CITY OF VALENZUELA,METRO MANILA,5991,2072,3918,1.0,2021-2022
13 - NCR,Pateros Technological College,LUC,PATEROS,METRO MANILA,2564,1106,1458,,2021-2022
13 - NCR,Philippine Normal University,SUC,ERMITA,METRO MANILA,6546,1773,4773,,2021-2022
13 - NCR,Philippine State College of Aeronautics,SUC,PASAY CITY,METRO MANILA,9081,6375,2706,,2021-2022
13 - NCR,Polytechnic University of the Philippines,SUC,SAMPALOC,METRO MANILA,74583,26944,47638,1.0,2021-2022
13 - NCR,Quezon City University,LUC,QUEZON CITY,METRO MANILA,10798,4760,6038,,2021-2022
13 - NCR,Rizal Technological University,SUC,CITY OF MANDALUYONG,METRO MANILA,26577,10171,16406,,2021-2022
13 - NCR,Taguig City University,LUC,TAGUIG CITY,METRO MANILA,7266,2967,4299,,2021-2022
13 - NCR,Technological University of the Philippines,SUC,ERMITA,METRO MANILA,29392,17196,12196,0.0,2021-2022
13 - NCR,University of the Philippines,SUC,QUEZON CITY,METRO MANILA,38264,14846,22691,727.0,2021-2022
13 - NCR,Valenzuela City Polytechnic College,LUC,CITY OF VALENZUELA,METRO MANILA,2509,1433,1076,,2021-2022
14 - CAR,Abra State Institute of Science and Technology,SUC,LANGAGILANG,ABRA,6090,2756,3334,,2021-2022
14 - CAR,Apayao State College,SUC,CONNER,APAYAO,4020,1542,2478,,2021-2022
14 - CAR,Benguet State University,SUC,LA TRINIDAD,BENGUET,9236,2559,6677,,2021-2022
14 - CAR,Ifugao State University,SUC,LAMUT,IFUGAO,8576,3495,5081,,2021-2022
14 - CAR,Kalinga State University,SUC,TABUK CITY,KALINGA,6782,2560,4222,,2021-2022
14 - CAR,Mountain Province State Polytechnic College,SUC,BONTOC,MOUNTAIN PROVINCE,5490,2419,3071,,2021-2022
15 - BARMM,Adiong Memorial Polytechnic State College,SUC,DITSAAN-RAMAIN,LANAO DEL SUR,1299,406,893,,2021-2022
15 - BARMM,Basilan State College,SUC,CITY OF LAMITAN (CAPITAL),BASILAN,8471,3684,4787,,2021-2022
15 - BARMM,Mindanao State University-Tawi-Tawi College of Technology and Oceanography,SUC,BONGAO (CAPITAL),TAWI-TAWI,2281,843,1438,,2021-2022
15 - BARMM,Sulu State College,SUC,JOLO (CAPITAL),SULU PROVINCE,6014,2351,3663,,2021-2022
15 - BARMM,Tawi-Tawi Regional Agricultural College,SUC,BONGAO (CAPITAL),TAWI-TAWI,3342,1581,1761,,2021-2022
15 - BARMM,Mindanao State University,SUC,CITY OF MARAWI (CAPITAL),LANAO DEL SUR,34049,7478,25135,1436.0,2021-2022
16 - Caraga,Agusan Del Sur State College of Agriculture and Technology,SUC,BUNAWAN,AGUSAN DEL SUR,7777,2582,5195,,2021-2022
16 - Caraga,Caraga State University,SUC,CITY OF BUTUAN (CAPITAL),AGUSAN DEL NORTE,11486,4625,6861,,2021-2022
16 - Caraga,Hinatuan Southern College,LUC,HINATUAN,SURIGAO DEL SUR,1050,363,687,,2021-2022
16 - Caraga,North Eastern Mindanao State University (SDSSU),SUC,CITY OF TANDAG (CAPITAL),SURIGAO DEL SUR,23601,10231,13370,,2021-2022
16 - Caraga,Surigao State College of Technology,SUC,CITY OF SURIGAO (CAPITAL),SURIGAO DEL NORTE,9461,4094,5367,,2021-2022
17 - MIMAROPA,Baco Community College,LUC,BACO,ORIENTAL MINDORO,597,180,417,,2021-2022
17 - MIMAROPA,City College of Calapan,LUC,CITY OF CALAPAN (CAPITAL),ORIENTAL MINDORO,1805,582,1223,,2021-2022
17 - MIMAROPA,Marinduque State College,SUC,BOAC (CAPITAL),MARINDUQUE,7769,3226,4543,,2021-2022
17 - MIMAROPA,Mindoro State University,SUC,VICTORIA,ORIENTAL MINDORO,9884,3748,6136,,2021-2022
17 - MIMAROPA,Occidental Mindoro State College,SUC,SAN JOSE,OCCIDENTAL MINDORO,17527,7057,10470,,2021-2022
17 - MIMAROPA,Palawan State University,SUC,CITY OF PUERTO PRINCESA (CAPITAL),PALAWAN,26409,9890,16519,,2021-2022
17 - MIMAROPA,Romblon State University,SUC,ODIONGAN,ROMBLON,15497,6972,8525,,2021-2022
17 - MIMAROPA,Western Philippines University,SUC,ABORLAN,PALAWAN,11888,4885,7003,,2021-2022
01 - Ilocos Region,Binalatongan Community College,LUC,SAN CARLOS CITY,PANGASINAN,2728,917,1811,,2022-2023
01 - Ilocos Region,Ilocos Sur Community College,LUC,VIGAN CITY,ILOCOS SUR,3260,1422,1838,,2022-2023
01 - Ilocos Region,University of Eastern Pangasinan,LUC,BINALONAN,PANGASINAN,7282,3041,4241,,2022-2023
01 - Ilocos Region,Urdaneta City University,LUC,URDANETA CITY,PANGASINAN,14003,6300,7703,,2022-2023
03 - Central Luzon,Baliwag Polytechnic College,LUC,BALIUAG,BULACAN,6145,2318,3827,,2022-2023
03 - Central Luzon,Bulacan Polytechnic College,LUC,CITY OF MALOLOS (CAPITAL),BULACAN,3216,1180,2036,,2022-2023
03 - Central Luzon,City College of Angeles,LUC,CITY OF ANGELES,PAMPANGA,5579,2191,3388,,2022-2023
03 - Central Luzon,"City College of San Fernando, Pampanga",LUC,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA,1363,471,892,,2022-2023
03 - Central Luzon,City College of San Jose Del Monte,LUC,CITY OF SAN JOSE DEL MONTE,BULACAN,3639,1557,2082,,2022-2023
03 - Central Luzon,Eduardo L. Joson Memorial College,LUC,CITY OF PALAYAN (CAPITAL),NUEVA ECIJA,1295,300,995,,2022-2023
03 - Central Luzon,Gordon College,LUC,CITY OF OLONGAPO,ZAMBALES,6072,2223,3849,,2022-2023
03 - Central Luzon,Guagua Community College,LUC,GUAGUA,PAMPANGA,1610,693,917,,2022-2023
03 - Central Luzon,Kolehiyo ng Subic,LUC,CITY OF OLONGAPO,ZAMBALES,4295,1731,2564,,2022-2023
03 - Central Luzon,Mabalacat City College,LUC,MABALACAT CITY,PAMPANGA,4170,1515,2655,,2022-2023
03 - Central Luzon,Norzagaray College,LUC,NORZAGARAY,BULACAN,1170,445,725,,2022-2023
03 - Central Luzon,Pambayang Dalubhasaan ng Marilao,LUC,MARILAO,BULACAN,1565,624,941,,2022-2023
03 - Central Luzon,Polytechnic College of Botolan,LUC,BOTOLAN,ZAMBALES,780,296,484,,2022-2023
03 - Central Luzon,Polytechnic College of the City of Meycauayan,LUC,CITY OF MEYCAUAYAN,BULACAN,1266,371,895,,2022-2023
04 - CALABARZON,Antipolo Institute of Technology (AiTech),LUC,CITY OF ANTIPOLO (CAPITAL),RIZAL PROVINCE,488,270,218,,2022-2023
04 - CALABARZON,Balian Community College,LUC,PANGIL,LAGUNA,921,207,714,,2022-2023
04 - CALABARZON,City College of Calamba,LUC,CITY OF CALAMBA,LAGUNA,3513,1252,2261,,2022-2023
04 - CALABARZON,City College of Tagaytay (CCT),LUC,CITY OF TAGAYTAY,CAVITE,5165,2121,3044,,2022-2023
04 - CALABARZON,Colegio de Montalban,LUC,RODRIGUEZ (MONTALBAN),RIZAL PROVINCE,5762,2633,3129,,2022-2023
04 - CALABARZON,Colegio ng Lungsod ng Batangas,LUC,BATANGAS CITY (CAPITAL),BATANGAS,933,203,730,,2022-2023
04 - CALABARZON,Dalubhasaan ng Lungsod ng Lucena,LUC,CITY OF LUCENA (CAPITAL),QUEZON PROVINCE,2942,1120,1822,,2022-2023
04 - CALABARZON,Dalubhasaan ng Lungsod ng San Pablo,LUC,LIPA CITY,BATANGAS,10059,4069,5990,,2022-2023
04 - CALABARZON,Kolehiyo ng Lungsod ng Lipa,LUC,SANTA CRUZ (CAPITAL),LAGUNA,7224,2916,4308,,2022-2023
04 - CALABARZON,Laguna University,LUC,CAINTA,RIZAL PROVINCE,4295,1659,2636,,2022-2023
04 - CALABARZON,One Cainta College,LUC,CITY OF CABUYAO,LAGUNA,1732,705,1027,,2022-2023
04 - CALABARZON,Pamantasan ng Cabuyao (PNC),LUC,CITY OF SAN PABLO,LAGUNA,7454,3028,4426,,2022-2023
04 - CALABARZON,Pambayang Kolehiyo ng Mauban,LUC,MAUBAN,QUEZON PROVINCE,994,270,724,,2022-2023
04 - CALABARZON,San Mateo Municipal College,LUC,SAN MATEO,RIZAL PROVINCE,5639,1606,4033,,2022-2023
04 - CALABARZON,Tanauan City College (TCC),LUC,CITY OF TANAUAN,BATANGAS,1706,690,1016,,2022-2023
04 - CALABARZON,Trece Martires City College,LUC,CITY OF TRECE MARTIRES (CAPITAL),CAVITE,2279,971,1308,,2022-2023
05 - Bicol Region,Aroroy Municipal College (AMC),LUC,AROROY,MASBATE,1326,406,920,,2022-2023
05 - Bicol Region,Baao Community College,LUC,BAAO,CAMARINES SUR,5491,1712,3779,,2022-2023
05 - Bicol Region,Calabanga Community College,LUC,CALABANGA,CAMARINES SUR,1912,527,1385,,2022-2023
05 - Bicol Region,City College of Naga,LUC,NAGA,CAMARINES SUR,393,24,369,,2022-2023
05 - Bicol Region,Daraga Community College,LUC,DARAGA,ALBAY,8818,3073,5745,,2022-2023
05 - Bicol Region,Donsol Community College (DCC),LUC,DONSOL,SORSOGON,1264,548,716,,2022-2023
05 - Bicol Region,Governor Mariano E. Villafuerte Community College,LUC,GARCHITORENA,CAMARINES SUR,2787,1040,1747,,2022-2023
05 - Bicol Region,Libon Community College,LUC,SIRUMA,CAMARINES SUR,2235,911,1324,,2022-2023
05 - Bicol Region,Ligao Community College,LUC,LIBON,ALBAY,2170,646,1524,,2022-2023
05 - Bicol Region,Oas Community College,LUC,CITY OF LIGAO,ALBAY,2715,1095,1620,,2022-2023
05 - Bicol Region,Polangui Community College,LUC,OAS,ALBAY,3101,1115,1986,,2022-2023
05 - Bicol Region,San Jose Community College,LUC,POLANGUI,ALBAY,8549,3494,5055,,2022-2023
05 - Bicol Region,San Pascual Polytechnic College (SPPC),LUC,MALILIPOT,ALBAY,260,65,195,,2022-2023
05 - Bicol Region,Tiwi Community College,LUC,SAN PASCUAL,MASBATE,2473,938,1535,,2022-2023
06 - Western Visayas,Bacolod City College,LUC,CITY OF BACOLOD (CAPITAL),NEGROS OCCIDENTAL,3413,990,2423,,2022-2023
06 - Western Visayas,Iloilo City Community College,LUC,CITY OF ILOILO (CAPITAL),ILOILO,881,171,710,,2022-2023
06 - Western Visayas,La Carlota City College,LUC,CITY OF LA CARLOTA,NEGROS OCCIDENTAL,7147,3244,3903,,2022-2023
06 - Western Visayas,Passi City College,LUC,CITY OF PASSI,ILOILO,4128,1936,2192,,2022-2023
07 - Central Visayas,Buenavista Community College,LUC,BUENAVISTA,BOHOL,4431,2013,2418,,2022-2023
07 - Central Visayas,Carcar City College,LUC,CITY OF CARCAR,CEBU,2491,0,0,2491.0,2022-2023
07 - Central Visayas,Colegio de Getafe,LUC,GETAFE,BOHOL,814,520,294,,2022-2023
07 - Central Visayas,Lapu-Lapu City College,LUC,CITY OF LAPU-LAPU (OPON),CEBU,1902,604,1298,,2022-2023
07 - Central Visayas,Tagbilaran City College,LUC,CITY OF TAGBILARAN,BOHOL,1699,370,1329,,2022-2023
07 - Central Visayas,Talibon Polytechnic College,LUC,TALIBON,BOHOL,1952,788,1164,,2022-2023
07 - Central Visayas,Trinidad Municipal College,LUC,TRINIDAD,BOHOL,5818,2295,3523,,2022-2023
