REGION,HEI_NAME,HEI_TYPE,HEI_CITY,HEI_PROVINCE,FHE_GRANTEES,SEX_M,SEX_F,NOT_INDICATED,YEAR
05 - Bicol Region,Daraga Community College,LUC,DARAGA,ALBAY,2708,748,1960,,2018-2019
05 - Bicol Region,Donsol Community College,LUC,DONSOL,SORSOGON,572,241,331,,2018-2019
05 - Bicol Region,"Dr. Emilio B. Espinosa, Sr. Memorial State College Of Agriculture And Technology",SUC,MANDAON,MASBATE,4553,2067,2486,,2018-2019
05 - Bicol Region,Governor Mariano E. Villafuerte Community College,LUC,GARCHITORENA,CAMARINES SUR,367,142,225,,2018-2019
05 - Bicol Region,Libon Community College,LUC,LIBON,ALBAY,935,338,597,,2018-2019
05 - Bicol Region,Ligao Community College,LUC,CITY OF LIGAO,ALBAY,1441,552,889,,2018-2019
05 - Bicol Region,Oas Community College,LUC,OAS,ALBAY,1587,569,1018,,2018-2019
05 - Bicol Region,Partido State University,SUC,GOA,CAMARINES SUR,5201,2432,2768,1,2018-2019
05 - Bicol Region,Polangui Community College,LUC,POLANGUI,ALBAY,1279,481,798,,2018-2019
05 - Bicol Region,Rapu-Rapu Community College,LUC,RAPU-RAPU,ALBAY,331,137,194,,2018-2019
05 - Bicol Region,San Jose Community College,LUC,MALILIPOT,ALBAY,2784,1077,1707,,2018-2019
05 - Bicol Region,San Pascual Polytechnic College,LUC,SAN PASCUAL,MASBATE,184,82,102,,2018-2019
05 - Bicol Region,Sorsogon Community College,LUC,CITY OF SORSOGON (CAPITAL),SORSOGON,325,31,294,,2018-2019
05 - Bicol Region,Sorsogon State University,SUC,CITY OF SORSOGON (CAPITAL),SORSOGON,7195,3362,3833,,2018-2019
06 - Western Visayas,Aklan State University,SUC,BANGA,AKLAN,5148,1932,3216,-,2018-2019
